"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.43.6","172.217.166.78","TLSv1.2","1534","Application Data"
"2","-0.2035297","172.217.166.78","192.168.43.6","TCP","66","443  >  43326 [ACK] Seq=1 Ack=1349 Win=323 Len=0 TSval=2735498145 TSecr=1733133064"
"3","0.164616","172.217.166.78","192.168.43.6","TCP","66","443  >  43326 [ACK] Seq=1 Ack=1469 Win=323 Len=0 TSval=2735498145 TSecr=1733133064"
"4","-0.1178161","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=1 Ack=1469 Win=323 Len=1348 TSval=2735498255 TSecr=1733133064 [TCP segment of a reassembled PDU]"
"5","-0.1159302","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=1349 Win=493 Len=0 TSval=1733133376 TSecr=2735498255"
"6","-0.1158508","172.217.166.78","192.168.43.6","TLSv1.2","133","Application Data"
"7","0.252475","172.217.166.78","192.168.43.6","TLSv1.2","3227","Application Data, Application Data, Application Data"
"8","-0.1082949","172.217.166.78","192.168.43.6","TLSv1.2","2762","[TCP Previous segment not captured] , Application Data, Application Data"
"9","-0.966634","172.217.166.78","192.168.43.6","TCP","1414","[TCP Retransmission] 443  >  43326 [PSH, ACK] Seq=4577 Ack=1469 Win=323 Len=1348 TSval=2735498261 TSecr=1733133064"
"10","-0.893508","172.217.166.78","192.168.43.6","TLSv1.2","2762","Application Data, Application Data"
"11","0.283909","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=1416 Win=501 Len=0 TSval=1733133377 TSecr=2735498255"
"12","-0.840227","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=4577 Win=477 Len=0 TSval=1733133377 TSecr=2735498255"
"13","-0.839292","192.168.43.6","172.217.166.78","TCP","78","[TCP Dup ACK 12#1] 43326  >  443 [ACK] Seq=1469 Ack=4577 Win=477 Len=0 TSval=1733133377 TSecr=2735498255 SLE=5925 SRE=8621"
"14","-0.838400","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=8621 Win=446 Len=0 TSval=1733133377 TSecr=2735498261"
"15","-0.756251","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=11317 Win=425 Len=0 TSval=1733133377 TSecr=2735498269"
"16","-0.755214","172.217.166.78","192.168.43.6","TLSv1.2","2762","Application Data, Application Data"
"17","-0.031770","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=14013 Win=404 Len=0 TSval=1733133378 TSecr=2735498277"
"18","-0.711459","192.168.43.6","142.251.42.54","TCP","74","33082  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3216306965 TSecr=0 WS=128"
"19","0.1046872","142.251.42.54","192.168.43.6","TCP","74","443  >  33082 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 TSval=511747726 TSecr=3216306965 WS=256"
"20","0.1047947","172.217.166.78","192.168.43.6","TLSv1.2","2762","Application Data, Application Data"
"21","0.1119766","172.217.166.78","192.168.43.6","TLSv1.2","2762","Application Data, Application Data, Application Data"
"22","-0.012937","172.217.166.78","192.168.43.6","TLSv1.2","2762","Application Data, Application Data, Application Data"
"23","0.1236467","172.217.166.78","192.168.43.6","TLSv1.2","1414","[TCP Previous segment not captured] , Ignored Unknown Record"
"24","0.1270757","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=16709 Win=477 Len=0 TSval=1733133598 TSecr=2735498429"
"25","-0.011923","192.168.43.6","142.251.42.54","TCP","66","33082  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3216307161 TSecr=511747726"
"26","0.1273463","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=19405 Win=456 Len=0 TSval=1733133598 TSecr=2735498433"
"27","0.495501","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=22101 Win=435 Len=0 TSval=1733133598 TSecr=2735498441"
"28","0.1275699","192.168.43.6","172.217.166.78","TCP","78","[TCP Dup ACK 27#1] 43326  >  443 [ACK] Seq=1469 Ack=22101 Win=435 Len=0 TSval=1733133598 TSecr=2735498441 SLE=23449 SRE=24797"
"29","0.1276913","192.168.43.6","142.251.42.54","TLSv1.3","888","Client Hello"
"30","0.1298578","172.217.166.78","192.168.43.6","TCP","1414","[TCP Retransmission] 443  >  43326 [ACK] Seq=22101 Ack=1469 Win=323 Len=1348 TSval=2735498449 TSecr=1733133377"
"31","0.1343386","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"32","0.1411462","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"33","0.518527","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"34","0.1587203","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"35","0.1651809","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=24797 Win=439 Len=0 TSval=1733133601 TSecr=2735498449"
"36","0.1653762","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=27493 Win=418 Len=0 TSval=1733133601 TSecr=2735498457"
"37","0.533543","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=30189 Win=397 Len=0 TSval=1733133601 TSecr=2735498464"
"38","0.533658","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=32885 Win=376 Len=0 TSval=1733133601 TSecr=2735498472"
"39","0.1657166","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=35581 Win=355 Len=0 TSval=1733133601 TSecr=2735498480"
"40","0.533863","172.217.166.78","192.168.43.6","TLSv1.2","1414","[TCP Previous segment not captured] , Ignored Unknown Record"
"41","0.1689777","192.168.43.6","172.217.166.78","TCP","78","[TCP Dup ACK 39#1] 43326  >  443 [ACK] Seq=1469 Ack=35581 Win=355 Len=0 TSval=1733133601 TSecr=2735498480 SLE=36929 SRE=38277"
"42","0.1691349","172.217.166.78","192.168.43.6","TCP","1414","[TCP Retransmission] 443  >  43326 [ACK] Seq=35581 Ack=1469 Win=323 Len=1348 TSval=2735498488 TSecr=1733133378"
"43","0.1728320","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"44","0.547387","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"45","0.1879716","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=43669 Ack=1469 Win=323 Len=1348 TSval=2735498512 TSecr=1733133378"
"46","0.1917291","172.217.166.78","192.168.43.6","TLSv1.2","1414","Ignored Unknown Record"
"47","0.563306","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=38277 Win=334 Len=0 TSval=1733133601 TSecr=2735498488"
"48","0.1953962","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=46365 Win=271 Len=0 TSval=1733133601 TSecr=2735498496"
"49","0.1958232","172.217.166.78","192.168.43.6","TLSv1.2","1414","[TCP Previous segment not captured] , Ignored Unknown Record"
"50","0.567007","192.168.43.6","172.217.166.78","TCP","78","[TCP Window Update] 43326  >  443 [ACK] Seq=1469 Ack=46365 Win=493 Len=0 TSval=1733133684 TSecr=2735498496 SLE=47713 SRE=49061"
"51","0.1991942","172.217.166.78","192.168.43.6","TCP","1414","[TCP Retransmission] 443  >  43326 [ACK] Seq=46365 Ack=1469 Win=323 Len=1348 TSval=2735498639 TSecr=1733133598"
"52","0.2023101","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=49061 Win=474 Len=0 TSval=1733133685 TSecr=2735498639"
"53","0.2025132","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"54","0.2084856","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=51757 Win=477 Len=0 TSval=1733133687 TSecr=2735498643"
"55","0.2086072","172.217.166.78","192.168.43.6","TLSv1.2","1414","Ignored Unknown Record"
"56","0.2114747","172.217.166.78","192.168.43.6","TLSv1.2","1414","Ignored Unknown Record"
"57","-0.1937834","172.217.166.78","192.168.43.6","TLSv1.2","1414","Ignored Unknown Record"
"58","-0.1919797","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=54453 Win=493 Len=0 TSval=1733133701 TSecr=2735498651"
"59","-0.1919080","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=55801 Ack=1469 Win=323 Len=1348 TSval=2735498659 TSecr=1733133598 [TCP segment of a reassembled PDU]"
"60","0.607393","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=57149 Win=493 Len=0 TSval=1733133708 TSecr=2735498659"
"61","0.607613","172.217.166.78","192.168.43.6","TCP","192","443  >  43326 [PSH, ACK] Seq=57149 Ack=1469 Win=323 Len=126 TSval=2735498667 TSecr=1733133598 [TCP segment of a reassembled PDU]"
"62","-0.1894449","142.251.42.54","192.168.43.6","TCP","66","443  >  33082 [ACK] Seq=1 Ack=823 Win=68608 Len=0 TSval=511747953 TSecr=3216307162"
"63","0.608234","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=57275 Win=501 Len=0 TSval=1733133709 TSecr=2735498667"
"64","-0.1890558","192.168.43.6","223.196.14.15","TCP","74","32810  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2107589952 TSecr=0 WS=128"
"65","-0.1888846","192.168.43.6","223.196.14.15","TCP","74","32812  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2107589952 TSecr=0 WS=128"
"66","-0.1887480","172.217.166.78","192.168.43.6","TCP","130","443  >  43326 [PSH, ACK] Seq=57275 Ack=1469 Win=323 Len=64 TSval=2735498682 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"67","-0.1884421","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=57339 Win=501 Len=0 TSval=1733133721 TSecr=2735498682"
"68","-0.1784106","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [PSH, ACK] Seq=57339 Ack=1469 Win=323 Len=1348 TSval=2735498704 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"69","0.621435","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=58687 Ack=1469 Win=323 Len=1348 TSval=2735498705 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"70","-0.1738196","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=60035 Win=493 Len=0 TSval=1733133745 TSecr=2735498704"
"71","0.623824","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [PSH, ACK] Seq=60035 Ack=1469 Win=323 Len=1348 TSval=2735498705 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"72","-0.1607028","172.217.166.78","192.168.43.6","TCP","2762","443  >  43326 [ACK] Seq=61383 Ack=1469 Win=323 Len=2696 TSval=2735498712 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"73","-0.1560493","172.217.166.78","192.168.43.6","TCP","852","443  >  43326 [PSH, ACK] Seq=64079 Ack=1469 Win=323 Len=786 TSval=2735498719 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"74","-0.1536799","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=64865 Win=461 Len=0 TSval=1733133763 TSecr=2735498705"
"75","0.645531","142.251.42.54","192.168.43.6","TLSv1.3","253","Server Hello, Change Cipher Spec, Application Data"
"76","0.646018","192.168.43.6","142.251.42.54","TCP","66","33082  >  443 [ACK] Seq=823 Ack=188 Win=64128 Len=0 TSval=3216307334 TSecr=511748013"
"77","-0.1512531","172.217.166.78","192.168.43.6","TCP","1414","[TCP Previous segment not captured] 443  >  43326 [ACK] Seq=66213 Ack=1469 Win=323 Len=1348 TSval=2735498721 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"78","-0.1488300","172.217.166.78","192.168.43.6","TCP","1414","[TCP Retransmission] 443  >  43326 [ACK] Seq=64865 Ack=1469 Win=323 Len=1348 TSval=2735498721 TSecr=1733133601"
"79","0.651136","172.217.166.78","192.168.43.6","TCP","2762","443  >  43326 [ACK] Seq=67561 Ack=1469 Win=323 Len=2696 TSval=2735498728 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"80","-0.1393836","192.168.43.6","172.217.166.78","TCP","78","[TCP Window Update] 43326  >  443 [ACK] Seq=1469 Ack=64865 Win=493 Len=0 TSval=1733133772 TSecr=2735498705 SLE=66213 SRE=67561"
"81","0.004386","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=67561 Win=474 Len=0 TSval=1733133772 TSecr=2735498721"
"82","-0.1389850","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=70257 Win=453 Len=0 TSval=1733133772 TSecr=2735498728"
"83","0.658754","192.168.43.6","142.251.42.54","TLSv1.3","72","Change Cipher Spec"
"84","0.659040","192.168.43.6","142.251.42.54","TLSv1.3","140","Application Data"
"85","-0.1380399","223.196.14.15","192.168.43.6","TCP","74","443  >  32810 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 TSval=1702575007 TSecr=2107589952 WS=256"
"86","-0.1378403","192.168.43.6","223.196.14.15","TCP","66","32810  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2107590014 TSecr=1702575007"
"87","-0.1376506","192.168.43.6","142.251.42.54","TLSv1.3","397","Application Data"
"88","-0.1363865","192.168.43.6","223.196.14.15","TLSv1.3","583","Client Hello"
"89","-0.1346105","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=70257 Ack=1469 Win=323 Len=1348 TSval=2735498735 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"90","-0.1308618","223.196.14.15","192.168.43.6","TCP","74","443  >  32812 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 TSval=1702575015 TSecr=2107589952 WS=256"
"91","0.666913","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=71605 Ack=1469 Win=323 Len=1348 TSval=2735498735 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"92","-0.1267680","172.217.166.78","192.168.43.6","TCP","2762","443  >  43326 [ACK] Seq=72953 Ack=1469 Win=323 Len=2696 TSval=2735498742 TSecr=1733133601 [TCP segment of a reassembled PDU]"
"93","-0.1211007","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=72953 Win=474 Len=0 TSval=1733133785 TSecr=2735498735"
"94","-0.1209560","192.168.43.6","223.196.14.15","TCP","66","32812  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2107590025 TSecr=1702575015"
"95","-0.1208680","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=75649 Win=453 Len=0 TSval=1733133785 TSecr=2735498742"
"96","-0.1207829","192.168.43.6","223.196.14.15","TLSv1.3","583","Client Hello"
"97","-0.1196004","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=75649 Ack=1469 Win=323 Len=1348 TSval=2735498748 TSecr=1733133687 [TCP segment of a reassembled PDU]"
"98","0.680709","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=76997 Ack=1469 Win=323 Len=1348 TSval=2735498748 TSecr=1733133687 [TCP segment of a reassembled PDU]"
"99","-0.1137996","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=78345 Win=474 Len=0 TSval=1733133789 TSecr=2735498748"
"100","-0.1136666","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=78345 Ack=1469 Win=323 Len=1348 TSval=2735498754 TSecr=1733133687 [TCP segment of a reassembled PDU]"
"101","0.686745","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=79693 Ack=1469 Win=323 Len=1348 TSval=2735498754 TSecr=1733133687 [TCP segment of a reassembled PDU]"
"102","-0.1079539","172.217.166.78","192.168.43.6","TCP","2762","443  >  43326 [ACK] Seq=81041 Ack=1469 Win=323 Len=2696 TSval=2735498760 TSecr=1733133687 [TCP segment of a reassembled PDU]"
"103","-0.225919","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=81041 Win=474 Len=0 TSval=1733133805 TSecr=2735498754"
"104","-0.224460","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=83737 Win=501 Len=0 TSval=1733133805 TSecr=2735498760"
"105","-0.223645","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=83737 Ack=1469 Win=323 Len=1348 TSval=2735498766 TSecr=1733133709 [TCP segment of a reassembled PDU]"
"106","-0.195723","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=85085 Win=522 Len=0 TSval=1733133807 TSecr=2735498766"
"107","-0.193768","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=85085 Ack=1469 Win=323 Len=1348 TSval=2735498766 TSecr=1733133709 [TCP segment of a reassembled PDU]"
"108","-0.170825","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=86433 Win=543 Len=0 TSval=1733133807 TSecr=2735498766"
"109","0.780688","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=86433 Ack=1469 Win=323 Len=1348 TSval=2735498771 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"110","-0.141557","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=87781 Win=564 Len=0 TSval=1733133810 TSecr=2735498771"
"111","-0.140603","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=87781 Ack=1469 Win=323 Len=1348 TSval=2735498771 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"112","-0.095254","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=89129 Win=585 Len=0 TSval=1733133813 TSecr=2735498771"
"113","-0.094069","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=89129 Ack=1469 Win=323 Len=1348 TSval=2735498777 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"114","-0.071317","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=90477 Win=606 Len=0 TSval=1733133818 TSecr=2735498777"
"115","-0.070244","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=90477 Ack=1469 Win=323 Len=1348 TSval=2735498777 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"116","-0.050207","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=91825 Win=628 Len=0 TSval=1733133818 TSecr=2735498777"
"117","-0.048984","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=91825 Ack=1469 Win=323 Len=1348 TSval=2735498783 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"118","-0.024818","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=93173 Win=649 Len=0 TSval=1733133823 TSecr=2735498783"
"119","0.795267","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=93173 Ack=1469 Win=323 Len=1348 TSval=2735498783 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"120","0.797814","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=94521 Win=670 Len=0 TSval=1733133824 TSecr=2735498783"
"121","0.005465","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=94521 Ack=1469 Win=323 Len=1348 TSval=2735498788 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"122","0.018796","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=95869 Win=691 Len=0 TSval=1733133828 TSecr=2735498788"
"123","0.051580","172.217.166.78","192.168.43.6","TCP","1414","443  >  43326 [ACK] Seq=95869 Ack=1469 Win=323 Len=1348 TSval=2735498788 TSecr=1733133721 [TCP segment of a reassembled PDU]"
"124","0.076051","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=97217 Win=712 Len=0 TSval=1733133828 TSecr=2735498788"
"125","0.077794","223.196.14.15","192.168.43.6","TCP","66","443  >  32810 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=1702575070 TSecr=2107590016"
"126","0.078681","223.196.14.15","192.168.43.6","TLSv1.3","1414","Server Hello, Change Cipher Spec"
"127","0.104192","192.168.43.6","223.196.14.15","TCP","66","32810  >  443 [ACK] Seq=518 Ack=1349 Win=63104 Len=0 TSval=2107590074 TSecr=1702575071"
"128","0.105353","192.168.43.6","223.196.14.15","TLSv1.3","72","Change Cipher Spec"
"129","0.808251","223.196.14.15","192.168.43.6","TCP","2762","443  >  32810 [ACK] Seq=1349 Ack=518 Win=66816 Len=2696 TSval=1702575071 TSecr=2107590016 [TCP segment of a reassembled PDU]"
"130","0.176089","192.168.43.6","223.196.14.15","TCP","66","32810  >  443 [ACK] Seq=524 Ack=4045 Win=61056 Len=0 TSval=2107590074 TSecr=1702575071"
"131","0.178319","223.196.14.15","192.168.43.6","TLSv1.3","974","Application Data"
"132","0.200713","192.168.43.6","223.196.14.15","TCP","66","32810  >  443 [ACK] Seq=524 Ack=4953 Win=63104 Len=0 TSval=2107590084 TSecr=1702575071"
"133","0.202280","172.217.166.78","192.168.43.6","TCP","2762","443  >  43326 [ACK] Seq=97217 Ack=1469 Win=323 Len=2696 TSval=2735498794 TSecr=1733133721 [TCP segment of a reassembled PDU], Ignored Unknown Record"
"134","0.438564","172.217.166.78","192.168.43.6","TLSv1.2","2762","Ignored Unknown Record"
"135","0.484074","172.217.166.78","192.168.43.6","TLSv1.2","660","Ignored Unknown Record"
"136","0.847161","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=99913 Win=754 Len=0 TSval=1733133845 TSecr=2735498794"
"137","0.497323","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=102609 Win=796 Len=0 TSval=1733133845 TSecr=2735498800"
"138","0.498202","192.168.43.6","172.217.166.78","TCP","66","43326  >  443 [ACK] Seq=1469 Ack=103203 Win=817 Len=0 TSval=1733133845 TSecr=2735498805"
"139","0.499032","192.168.43.6","223.196.14.15","TLSv1.3","140","Application Data"
"140","0.847785","223.196.14.15","192.168.43.6","TCP","66","443  >  32812 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=1702575085 TSecr=2107590027"
"141","0.503824","192.168.43.6","223.196.14.15","TLSv1.3","427","Application Data"
"142","0.512653","223.196.14.15","192.168.43.6","TLSv1.3","1414","Server Hello, Change Cipher Spec"
"143","0.529583","192.168.43.6","223.196.14.15","TCP","66","32812  >  443 [ACK] Seq=518 Ack=1349 Win=63104 Len=0 TSval=2107590097 TSecr=1702575086"
"144","0.531195","142.251.42.54","192.168.43.6","TCP","66","443  >  33082 [ACK] Seq=188 Ack=829 Win=68608 Len=0 TSval=511748106 TSecr=3216307336"
"145","0.532075","142.251.42.54","192.168.43.6","TCP","66","443  >  33082 [ACK] Seq=188 Ack=903 Win=68608 Len=0 TSval=511748106 TSecr=3216307337"
"146","0.532849","142.251.42.54","192.168.43.6","TCP","66","443  >  33082 [ACK] Seq=188 Ack=1234 Win=70144 Len=0 TSval=511748107 TSecr=3216307338"
"147","0.533672","192.168.43.6","223.196.14.15","TLSv1.3","72","Change Cipher Spec"
"148","0.535610","142.251.42.54","192.168.43.6","TLSv1.3","910","Application Data, Application Data"
"149","0.546353","192.168.43.6","142.251.42.54","TCP","66","33082  >  443 [ACK] Seq=1234 Ack=1032 Win=63360 Len=0 TSval=3216307421 TSecr=511748107"
"150","0.547133","223.196.14.15","192.168.43.6","TCP","1414","[TCP Previous segment not captured] 443  >  32812 [ACK] Seq=2697 Ack=518 Win=66816 Len=1348 TSval=1702575086 TSecr=2107590027 [TCP segment of a reassembled PDU]"
"151","0.854878","223.196.14.15","192.168.43.6","TCP","1414","[TCP Out-Of-Order] 443  >  32812 [ACK] Seq=1349 Ack=518 Win=66816 Len=1348 TSval=1702575086 TSecr=2107590027 [TCP segment of a reassembled PDU]"
"152","0.602129","223.196.14.15","192.168.43.6","TLSv1.3","974","Application Data"
"153","0.024557","192.168.43.6","223.196.14.15","TCP","78","[TCP Dup ACK 143#1] 32812  >  443 [ACK] Seq=524 Ack=1349 Win=63104 Len=0 TSval=2107590098 TSecr=1702575086 SLE=2697 SRE=4045"
"154","0.628799","192.168.43.6","223.196.14.15","TCP","66","32812  >  443 [ACK] Seq=524 Ack=4045 Win=60672 Len=0 TSval=2107590098 TSecr=1702575086"
"155","0.630754","192.168.43.6","223.196.14.15","TCP","66","32812  >  443 [ACK] Seq=524 Ack=4953 Win=59776 Len=0 TSval=2107590099 TSecr=1702575086"
"156","0.633214","192.168.43.6","223.196.14.15","TLSv1.3","140","Application Data"
"157","0.861709","192.168.43.6","223.196.14.15","TLSv1.3","433","Application Data"
"158","0.862616","223.196.14.15","192.168.43.6","TCP","66","443  >  32810 [ACK] Seq=4953 Ack=524 Win=66816 Len=0 TSval=1702575136 TSecr=2107590074"
"159","0.651742","172.217.166.78","192.168.43.6","TCP","66","[TCP Dup ACK 3#1] 443  >  43326 [ACK] Seq=103203 Ack=1469 Win=323 Len=0 TSval=2735498865 TSecr=1733133824"
"160","0.652590","223.196.14.15","192.168.43.6","TCP","66","443  >  32810 [ACK] Seq=4953 Ack=598 Win=66816 Len=0 TSval=1702575156 TSecr=2107590086"
"161","0.862889","223.196.14.15","192.168.43.6","TCP","66","443  >  32810 [ACK] Seq=4953 Ack=959 Win=67840 Len=0 TSval=1702575172 TSecr=2107590088"
"162","0.654293","223.196.14.15","192.168.43.6","TLSv1.3","864","Application Data, Application Data"
"163","0.666729","223.196.14.15","192.168.43.6","TCP","66","443  >  32812 [ACK] Seq=4953 Ack=598 Win=66816 Len=0 TSval=1702575172 TSecr=2107590097"
"164","0.667875","223.196.14.15","192.168.43.6","TLSv1.3","864","Application Data, Application Data"
"165","0.679155","192.168.43.6","223.196.14.15","TCP","66","32810  >  443 [ACK] Seq=959 Ack=5751 Win=63360 Len=0 TSval=2107590178 TSecr=1702575172"
"166","0.679954","192.168.43.6","223.196.14.15","TCP","66","32812  >  443 [ACK] Seq=965 Ack=5751 Win=63360 Len=0 TSval=2107590178 TSecr=1702575172"
"167","1.003395","192.168.43.6","172.217.166.78","TLSv1.2","1534","Application Data"
"168","1.028034","192.168.43.6","172.217.166.78","TCP","74","43336  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1733134067 TSecr=0 WS=128"
"169","1.099089","192.168.43.6","223.196.57.16","TLSv1.2","1475","Application Data"
"170","1.121758","192.168.43.6","223.196.57.16","TCP","74","53418  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4113682096 TSecr=0 WS=128"
