"No.","Time","Source","Destination","Protocol","Length","Info"
"39","0.1325392","192.168.43.6","142.251.42.86","TLSv1.3","72","Change Cipher Spec"
"40","0.1326744","192.168.43.6","142.250.182.206","TLSv1.3","140","Application Data"
"41","0.1329465","192.168.43.6","142.250.182.206","TLSv1.3","1528","Application Data"
"42","0.1353273","142.251.42.86","192.168.43.6","TLSv1.3","3444","Application Data"
"43","0.1402158","192.168.43.6","223.196.14.15","TLSv1.3","427","Application Data"
"44","0.1409797","192.168.43.6","142.251.42.86","TCP","66","35884  >  443 [ACK] Seq=524 Ack=4727 Win=59776 Len=0 TSval=796947955 TSecr=3983547712"
"45","0.390917","192.168.43.6","142.251.42.86","TLSv1.3","140","Application Data"
"46","0.1476702","192.168.43.6","142.251.42.86","TLSv1.3","397","Application Data"
"47","0.1827852","223.196.14.15","192.168.43.6","TCP","66","443  >  32822 [ACK] Seq=188 Ack=767 Win=67072 Len=0 TSval=1703919924 TSecr=2108934854"
"48","0.442778","223.196.14.15","192.168.43.6","TCP","66","443  >  32822 [ACK] Seq=188 Ack=841 Win=67072 Len=0 TSval=1703919934 TSecr=2108934854"
"49","0.1943030","223.196.14.15","192.168.43.6","TCP","66","443  >  32824 [ACK] Seq=188 Ack=841 Win=67072 Len=0 TSval=1703919935 TSecr=2108934854"
"50","0.448352","223.196.14.15","192.168.43.6","TCP","66","443  >  32822 [ACK] Seq=188 Ack=1208 Win=68608 Len=0 TSval=1703919939 TSecr=2108934867"
"51","0.2008218","223.196.14.15","192.168.43.6","TLSv1.3","864","Application Data, Application Data"
"52","0.2024934","192.168.43.6","223.196.14.15","TCP","66","32822  >  443 [ACK] Seq=1208 Ack=986 Win=63360 Len=0 TSval=2108934948 TSecr=1703919939"
"53","0.2059493","142.250.182.206","192.168.43.6","TCP","66","443  >  50580 [ACK] Seq=6629 Ack=524 Win=66816 Len=0 TSval=1094296342 TSecr=2646001576"
"54","-0.1998204","142.250.182.206","192.168.43.6","TCP","66","443  >  50580 [ACK] Seq=6629 Ack=598 Win=66816 Len=0 TSval=1094296368 TSecr=2646001595"
"55","-0.1996263","223.196.14.15","192.168.43.6","TLSv1.3","864","Application Data, Application Data"
"56","-0.1979266","192.168.43.6","223.196.14.15","TCP","66","32824  >  443 [ACK] Seq=1202 Ack=986 Win=63360 Len=0 TSval=2108934977 TSecr=1703919971"
"57","-0.129207","142.251.42.86","192.168.43.6","TCP","66","443  >  35884 [ACK] Seq=4727 Ack=524 Win=66816 Len=0 TSval=3983547856 TSecr=796947947"
"58","-0.1735967","142.250.182.206","192.168.43.6","TCP","66","443  >  50580 [ACK] Seq=6629 Ack=1946 Win=69632 Len=0 TSval=1094296393 TSecr=2646001596"
"59","-0.1734158","142.250.182.206","192.168.43.6","TCP","66","443  >  50580 [ACK] Seq=6629 Ack=2060 Win=69632 Len=0 TSval=1094296393 TSecr=2646001596"
"60","0.512416","142.251.42.86","192.168.43.6","TLSv1.3","910","Application Data, Application Data"
"61","-0.1658379","192.168.43.6","142.251.42.86","TCP","66","35884  >  443 [ACK] Seq=929 Ack=5571 Win=63360 Len=0 TSval=796948087 TSecr=3983547889"
"62","-0.1561922","142.251.42.86","192.168.43.6","TCP","66","443  >  35884 [ACK] Seq=4727 Ack=598 Win=66816 Len=0 TSval=3983547884 TSecr=796947958"
"63","-0.1560806","192.168.43.6","142.251.42.86","TCP","66","[TCP Window Update] 35884  >  443 [ACK] Seq=929 Ack=5571 Win=64128 Len=0 TSval=796948098 TSecr=3983547889"
"64","0.526499","142.251.42.86","192.168.43.6","TCP","66","443  >  35884 [ACK] Seq=4727 Ack=929 Win=67840 Len=0 TSval=3983547889 TSecr=796947973"
"65","0.1118586","142.250.182.206","192.168.43.6","TLSv1.3","701","[TCP Previous segment not captured] , Continuation Data"
"66","0.792051","142.250.182.206","192.168.43.6","TCP","1414","[TCP Retransmission] 443  >  50580 [ACK] Seq=6629 Ack=2060 Win=69632 Len=1348 TSval=1094296504 TSecr=2646001596"
"67","0.1141045","142.250.182.206","192.168.43.6","TLSv1.3","3066","Application Data, Application Data, Application Data"
"68","0.1169205","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data"
"69","0.1185122","142.250.182.206","192.168.43.6","TLSv1.3","2762","Application Data, Application Data"
"70","0.801725","192.168.43.6","142.250.182.206","TCP","78","[TCP Dup ACK 36#1] 50580  >  443 [ACK] Seq=2060 Ack=6629 Win=64128 Len=0 TSval=2646002010 TSecr=1094296393 SLE=7977 SRE=8612"
"71","0.814782","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=8612 Win=62208 Len=0 TSval=2646002010 TSecr=1094296504"
"72","0.815385","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=11612 Win=59264 Len=0 TSval=2646002010 TSecr=1094296504"
"73","0.815948","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=12960 Win=57984 Len=0 TSval=2646002010 TSecr=1094296511"
"74","0.816496","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=15656 Win=55296 Len=0 TSval=2646002010 TSecr=1094296514"
"75","0.817567","142.250.182.206","192.168.43.6","TLSv1.3","2762","Application Data, Application Data"
"76","0.852040","142.250.182.206","192.168.43.6","TLSv1.3","2762","Application Data, Application Data"
"77","0.886348","142.250.182.206","192.168.43.6","TLSv1.3","1414","[TCP Previous segment not captured] , Continuation Data"
"78","0.905307","142.250.182.206","192.168.43.6","TCP","1414","[TCP Out-Of-Order] 443  >  50580 [ACK] Seq=21048 Ack=2060 Win=69632 Len=1348 TSval=1094296546 TSecr=2646001596"
"79","0.924269","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=18352 Win=52608 Len=0 TSval=2646002010 TSecr=1094296525"
"80","0.925291","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=21048 Win=49920 Len=0 TSval=2646002010 TSecr=1094296536"
"81","0.812943","192.168.43.6","142.250.182.206","TCP","78","[TCP Dup ACK 80#1] 50580  >  443 [ACK] Seq=2060 Ack=21048 Win=49920 Len=0 TSval=2646002010 TSecr=1094296536 SLE=22396 SRE=23744"
"82","0.813010","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=23744 Win=47232 Len=0 TSval=2646002010 TSecr=1094296546"
"83","0.927242","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"84","0.833233","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=25092 Win=64128 Len=0 TSval=2646002052 TSecr=1094296557"
"85","1.877218","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=25092 Ack=2060 Win=69632 Len=1348 TSval=1094296788 TSecr=2646002010"
"86","1.896571","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"87","1.911307","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"88","1.926282","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=27788 Win=66816 Len=0 TSval=2646002128 TSecr=1094296788"
"89","0.913043","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=29136 Win=69504 Len=0 TSval=2646002128 TSecr=1094296793"
"90","1.929658","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"91","1.945127","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=30484 Win=72192 Len=0 TSval=2646002132 TSecr=1094296793"
"92","0.935719","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"93","1.1168330","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=31832 Win=74880 Len=0 TSval=2646002155 TSecr=1094296810"
"94","1.1169143","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"95","1.1186469","142.250.182.206","192.168.43.6","TLSv1.3","2762","Continuation Data"
"96","1.1214690","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=33180 Win=77568 Len=0 TSval=2646002156 TSecr=1094296810"
"97","1.1216221","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=35876 Win=83072 Len=0 TSval=2646002156 TSecr=1094296816"
"98","0.814555","142.250.182.206","192.168.43.6","TLSv1.3","2762","Continuation Data"
"99","1.1254168","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=38572 Win=88448 Len=0 TSval=2646002159 TSecr=1094296826"
"100","0.951626","142.250.182.206","192.168.43.6","TCP","66","[TCP Dup ACK 59#1] 443  >  50580 [ACK] Seq=38572 Ack=2060 Win=69632 Len=0 TSval=1094296837 TSecr=2646002052"
"101","1.1315412","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"102","0.954481","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=39920 Win=91136 Len=0 TSval=2646002171 TSecr=1094296837"
"103","1.1343522","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=39920 Ack=2060 Win=69632 Len=1348 TSval=1094296837 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"104","0.957981","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=41268 Win=93824 Len=0 TSval=2646002172 TSecr=1094296837"
"105","1.1395438","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=41268 Ack=2060 Win=69632 Len=1348 TSval=1094296848 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"106","1.1423387","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=42616 Win=96512 Len=0 TSval=2646002179 TSecr=1094296848"
"107","1.1425033","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=42616 Ack=2060 Win=69632 Len=1348 TSval=1094296848 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"108","0.964939","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=43964 Win=99200 Len=0 TSval=2646002181 TSecr=1094296848"
"109","1.1586332","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=43964 Ack=2060 Win=69632 Len=1348 TSval=1094296859 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"110","1.1604028","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=45312 Win=101888 Len=0 TSval=2646002198 TSecr=1094296859"
"111","1.1604550","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=45312 Ack=2060 Win=69632 Len=1348 TSval=1094296859 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"112","0.981922","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=46660 Win=104576 Len=0 TSval=2646002200 TSecr=1094296859"
"113","1.1625557","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=46660 Ack=2060 Win=69632 Len=1348 TSval=1094296869 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"114","0.984882","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=48008 Win=107264 Len=0 TSval=2646002202 TSecr=1094296869"
"115","1.1646430","142.250.182.206","192.168.43.6","TCP","1414","443  >  50580 [ACK] Seq=48008 Ack=2060 Win=69632 Len=1348 TSval=1094296869 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"116","1.1658196","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=49356 Win=109952 Len=0 TSval=2646002202 TSecr=1094296869"
"117","1.1729126","142.250.182.206","192.168.43.6","TCP","1414","[TCP Previous segment not captured] 443  >  50580 [ACK] Seq=50704 Ack=2060 Win=69632 Len=1348 TSval=1094296880 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"118","1.1744351","192.168.43.6","142.250.182.206","TCP","78","[TCP Window Update] 50580  >  443 [ACK] Seq=2060 Ack=49356 Win=112640 Len=0 TSval=2646002212 TSecr=1094296869 SLE=50704 SRE=52052"
"119","0.995280","142.250.182.206","192.168.43.6","TCP","1414","[TCP Out-Of-Order] 443  >  50580 [ACK] Seq=49356 Ack=2060 Win=69632 Len=1348 TSval=1094296880 TSecr=2646002052 [TCP segment of a reassembled PDU]"
"120","1.1762891","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=52052 Win=115328 Len=0 TSval=2646002214 TSecr=1094296880"
"121","0.999201","192.168.43.6","142.250.182.206","TCP","74","50582  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2646002218 TSecr=0 WS=128"
"122","1.003499","142.250.182.206","192.168.43.6","SSLv2","1414","Encrypted Data, Continuation Data"
"123","1.1847057","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=53400 Win=118016 Len=0 TSval=2646002222 TSecr=1094296891"
"124","1.005362","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"125","1.006662","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=54748 Win=120704 Len=0 TSval=2646002224 TSecr=1094296891"
"126","1.1946475","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"127","1.1961188","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=56096 Win=123520 Len=0 TSval=2646002234 TSecr=1094296901"
"128","1.1972611","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"129","1.1984580","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=57444 Win=126208 Len=0 TSval=2646002237 TSecr=1094296907"
"130","1.2001662","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"131","1.2016177","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=58792 Win=128896 Len=0 TSval=2646002240 TSecr=1094296907"
"132","1.030068","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"133","1.2108202","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=60140 Win=131584 Len=0 TSval=2646002249 TSecr=1094296917"
"134","1.2123730","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"135","1.2139022","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=61488 Win=134272 Len=0 TSval=2646002252 TSecr=1094296917"
"136","-0.1096397","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"137","-0.1080671","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=62836 Win=136960 Len=0 TSval=2646002259 TSecr=1094296928"
"138","-0.1077569","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"139","-0.1059497","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=64184 Win=139648 Len=0 TSval=2646002261 TSecr=1094296928"
"140","-0.993949","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"141","-0.980008","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=65532 Win=142336 Len=0 TSval=2646002269 TSecr=1094296939"
"142","-0.964437","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"143","-0.950161","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=66880 Win=145024 Len=0 TSval=2646002272 TSecr=1094296939"
"144","-0.887678","142.250.182.206","192.168.43.6","TLSv1.3","1198","Continuation Data"
"145","-0.875796","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=68012 Win=147712 Len=0 TSval=2646002280 TSecr=1094296950"
"146","-0.830909","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data"
"147","-0.813177","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=69360 Win=150400 Len=0 TSval=2646002286 TSecr=1094296954"
"148","-0.812317","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data"
"149","-0.796247","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=70708 Win=153088 Len=0 TSval=2646002286 TSecr=1094296954"
"150","-0.717831","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data"
"151","-0.703097","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=72056 Win=155776 Len=0 TSval=2646002297 TSecr=1094296965"
"152","-0.702539","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data"
"153","-0.687471","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=73404 Win=158464 Len=0 TSval=2646002298 TSecr=1094296965"
"154","-0.668169","142.250.182.206","192.168.43.6","TCP","74","443  >  50582 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 TSval=1093286441 TSecr=2646002218 WS=256"
"155","-0.666698","192.168.43.6","142.250.182.206","TCP","66","50582  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2646002302 TSecr=1093286441"
"156","-0.660365","192.168.43.6","142.250.182.206","TLSv1.3","888","Client Hello"
"157","-0.544885","142.250.182.206","192.168.43.6","TLSv1.3","2762","Application Data, Application Data"
"158","-0.506900","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=76100 Win=163840 Len=0 TSval=2646002314 TSecr=1094296975"
"159","1.105909","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data [TCP segment of a reassembled PDU]"
"160","-0.408147","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=77448 Win=166656 Len=0 TSval=2646002325 TSecr=1094296986"
"161","-0.406404","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data [TCP segment of a reassembled PDU]"
"162","-0.372635","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=78796 Win=169344 Len=0 TSval=2646002325 TSecr=1094296986"
"163","-0.371765","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data, Application Data"
"164","-0.337439","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=80144 Win=172032 Len=0 TSval=2646002329 TSecr=1094296997"
"165","1.116212","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data [TCP segment of a reassembled PDU]"
"166","-0.319877","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=81492 Win=174720 Len=0 TSval=2646002331 TSecr=1094296997"
"167","-0.318855","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data [TCP segment of a reassembled PDU]"
"168","-0.303777","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=82840 Win=177408 Len=0 TSval=2646002332 TSecr=1094297000"
"169","1.119533","142.250.182.206","192.168.43.6","TLSv1.3","1414","Application Data [TCP segment of a reassembled PDU]"
"170","-0.287300","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=84188 Win=180096 Len=0 TSval=2646002334 TSecr=1094297000"
"171","-0.285760","142.250.182.206","192.168.43.6","TLSv1.3","1414","[TCP Previous segment not captured] , Continuation Data"
"172","0.832688","192.168.43.6","142.250.182.206","TCP","78","[TCP Window Update] 50580  >  443 [ACK] Seq=2060 Ack=84188 Win=182784 Len=0 TSval=2646002336 TSecr=1094297000 SLE=85536 SRE=86884"
"173","-0.263198","142.250.182.206","192.168.43.6","TCP","1414","[TCP Out-Of-Order] 443  >  50580 [ACK] Seq=84188 Ack=2060 Win=69632 Len=1348 TSval=1094297004 TSecr=2646002240"
"174","-0.238148","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=86884 Win=185472 Len=0 TSval=2646002338 TSecr=1094297004"
"175","1.126185","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"176","-0.218368","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=88232 Win=188160 Len=0 TSval=2646002340 TSecr=1094297008"
"177","-0.217508","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"178","-0.202046","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=89580 Win=190848 Len=0 TSval=2646002342 TSecr=1094297008"
"179","-0.200971","142.250.182.206","192.168.43.6","TLSv1.3","1414","[TCP Previous segment not captured] , Continuation Data"
"180","-0.183180","142.250.182.206","192.168.43.6","TCP","1414","[TCP Out-Of-Order] 443  >  50580 [ACK] Seq=89580 Ack=2060 Win=69632 Len=1348 TSval=1094297011 TSecr=2646002240"
"181","1.132996","192.168.43.6","142.250.182.206","TCP","78","[TCP Window Update] 50580  >  443 [ACK] Seq=2060 Ack=89580 Win=193024 Len=0 TSval=2646002344 TSecr=1094297008 SLE=90928 SRE=92276"
"182","-0.167535","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=92276 Win=190592 Len=0 TSval=2646002344 TSecr=1094297011"
"183","-0.166815","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"184","1.135503","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"185","-0.130030","192.168.43.6","142.250.182.206","TCP","66","50580  >  443 [ACK] Seq=2060 Ack=94972 Win=193024 Len=0 TSval=2646002348 TSecr=1094297015"
"186","-0.128995","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
"187","1.139206","142.250.182.206","192.168.43.6","TLSv1.3","1414","Continuation Data"
